$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:172.     

JDAY,T(C)
 37769.042,  -99.00
 37769.085,  -99.00
 37769.126,  -99.00
 37769.167,  -99.00
 37769.209,  -99.00
 37769.250,  -99.00
 37769.292,  -99.00
 37769.333,  -99.00
 37769.376,  -99.00
 37769.418,  -99.00
 37769.458,  -99.00
 37769.500,  -99.00
 37769.543,  -99.00
 37769.584,  -99.00
 37769.626,  -99.00
 37769.668,  -99.00
 37769.709,  -99.00
 37769.752,  -99.00
 37769.793,  -99.00
 37769.835,  -99.00
 37769.877,  -99.00
 37769.917,  -99.00
 37769.959,  -99.00
 37770.000,  -99.00
 37770.042,  -99.00
 37770.084,  -99.00
 37770.126,  -99.00
 37770.169,  -99.00
 37770.209,  -99.00
 37770.250,  -99.00
 37770.292,  -99.00
 37770.335,  -99.00
 37770.376,  -99.00
 37770.418,  -99.00
 37770.459,  -99.00
 37770.500,  -99.00
 37770.543,  -99.00
 37770.584,  -99.00
 37770.626,  -99.00
 37770.667,  -99.00
 37770.708,  -99.00
 37770.750,  -99.00
 37770.792,  -99.00
 37770.834,  -99.00
 37770.876,  -99.00
 37770.918,  -99.00
 37770.960,  -99.00
 37771.000,  -99.00
 37771.042,  -99.00
 37771.084,  -99.00
 37771.126,  -99.00
 37771.168,  -99.00
 37771.209,  -99.00
 37771.250,  -99.00
 37771.292,  -99.00
 37771.335,  -99.00
 37771.376,  -99.00
 37771.418,  -99.00
 37771.460,  -99.00
 37771.500,  -99.00
 37771.543,  -99.00
 37771.585,  -99.00
 37771.627,  -99.00
 37771.667,  -99.00
 37771.709,  -99.00
 37771.750,  -99.00
 37771.793,  -99.00
 37771.834,  -99.00
 37771.876,  -99.00
 37771.918,  -99.00
 37771.959,  -99.00
 37772.000,  -99.00
 37772.043,  -99.00
 37772.084,  -99.00
 37772.125,  -99.00
 37772.168,  -99.00
 37772.209,  -99.00
 37772.250,  -99.00
 37772.292,  -99.00
 37772.335,  -99.00
 37772.375,  -99.00
 37772.418,  -99.00
 37772.460,  -99.00
 37772.500,  -99.00
 37772.542,  -99.00
 37772.585,  -99.00
 37772.627,  -99.00
 37772.667,  -99.00
 37772.709,  -99.00
 37772.751,  -99.00
 37772.793,  -99.00
 37772.834,  -99.00
 37772.876,  -99.00
 37772.918,  -99.00
 37772.960,  -99.00
 37773.000,  -99.00
 37773.042,  -99.00
 37773.084,  -99.00
 37773.125,  -99.00
 37773.168,  -99.00
 37773.209,  -99.00
 37773.250,  -99.00
 37773.292,  -99.00
 37773.336,  -99.00
 37773.377,  -99.00
 37773.418,  -99.00
 37773.459,  -99.00
 37773.500,  -99.00
 37773.543,  -99.00
 37773.584,  -99.00
 37773.626,  -99.00
 37773.667,  -99.00
 37773.709,  -99.00
 37773.752,  -99.00
 37773.792,  -99.00
 37773.835,  -99.00
 37773.875,  -99.00
 37773.917,  -99.00
 37773.960,  -99.00
 37774.000,  -99.00
 37774.042,  -99.00
 37774.084,  -99.00
 37774.126,  -99.00
 37774.168,  -99.00
 37774.210,  -99.00
 37774.250,  -99.00
 37774.292,  -99.00
 37774.334,  -99.00
 37774.376,  -99.00
 37774.418,  -99.00
 37774.460,  -99.00
 37774.500,  -99.00
 37774.543,  -99.00
 37774.584,  -99.00
 37774.626,  -99.00
 37774.668,  -99.00
 37774.709,  -99.00
 37774.751,  -99.00
 37774.792,  -99.00
 37774.835,  -99.00
 37774.877,  -99.00
 37774.917,  -99.00
 37774.959,  -99.00
 37775.000,  -99.00
 37775.042,  -99.00
 37775.085,  -99.00
 37775.126,  -99.00
 37775.167,  -99.00
 37775.209,  -99.00
 37775.250,  -99.00
 37775.292,  -99.00
 37775.335,  -99.00
 37775.377,  -99.00
 37775.418,  -99.00
 37775.460,  -99.00
 37775.500,  -99.00
 37775.544,  -99.00
 37775.585,  -99.00
 37775.625,  -99.00
 37775.667,  -99.00
 37775.710,  -99.00
 37775.751,  -99.00
 37775.793,  -99.00
 37775.833,  -99.00
 37775.875,  -99.00
 37775.918,  -99.00
 37775.958,  -99.00
 37776.000,  -99.00
 37776.042,  -99.00
 37776.085,  -99.00
 37776.127,  -99.00
 37776.168,  -99.00
 37776.210,  -99.00
 37776.250,  -99.00
 37776.293,  -99.00
 37776.335,  -99.00
 37776.377,  -99.00
 37776.417,  -99.00
 37776.460,  -99.00
 37776.500,  -99.00
 37776.542,  -99.00
 37776.585,  -99.00
 37776.627,  -99.00
 37776.667,  -99.00
 37776.709,  -99.00
 37776.751,  -99.00
 37776.793,  -99.00
 37776.834,  -99.00
 37776.876,  -99.00
 37776.919,  -99.00
 37776.959,  -99.00
 37777.000,  -99.00
 37777.042,  -99.00
 37777.085,  -99.00
 37777.127,  -99.00
 37777.167,  -99.00
 37777.209,  -99.00
 37777.250,  -99.00
 37777.292,  -99.00
 37777.335,  -99.00
 37777.375,  -99.00
 37777.418,  -99.00
 37777.460,  -99.00
 37777.500,  -99.00
 37777.543,  -99.00
 37777.585,  -99.00
 37777.627,  -99.00
 37777.667,  -99.00
 37777.709,  -99.00
 37777.751,  -99.00
 37777.792,  -99.00
 37777.834,  -99.00
 37777.877,  -99.00
 37777.918,  -99.00
 37777.959,  -99.00
 37778.000,  -99.00
 37778.042,  -99.00
 37778.084,  -99.00
 37778.126,  -99.00
 37778.168,  -99.00
 37778.210,  -99.00
 37778.250,  -99.00
 37778.292,  -99.00
 37778.335,  -99.00
 37778.375,  -99.00
 37778.417,  -99.00
 37778.459,  -99.00
 37778.500,  -99.00
 37778.542,  -99.00
 37778.585,  -99.00
 37778.626,  -99.00
 37778.667,  -99.00
 37778.709,  -99.00
 37778.751,  -99.00
 37778.793,  -99.00
 37778.834,  -99.00
 37778.875,  -99.00
 37778.918,  -99.00
 37778.960,  -99.00
 37779.000,  -99.00
 37779.043,  -99.00
 37779.083,  -99.00
 37779.126,  -99.00
 37779.168,  -99.00
 37779.210,  -99.00
 37779.250,  -99.00
 37779.292,  -99.00
 37779.335,  -99.00
 37779.376,  -99.00
 37779.417,  -99.00
 37779.460,  -99.00
 37779.500,  -99.00
 37779.543,  -99.00
 37779.585,  -99.00
 37779.626,  -99.00
 37779.668,  -99.00
 37779.710,  -99.00
 37779.750,  -99.00
 37779.794,  -99.00
 37779.833,  -99.00
 37779.877,  -99.00
 37779.917,  -99.00
 37779.959,  -99.00
 37780.000,  -99.00
 37780.042,   20.42
 37780.085,   20.50
 37780.127,   20.54
 37780.167,   20.60
 37780.210,   20.58
 37780.250,   20.50
 37780.293,   20.49
 37780.335,   20.50
 37780.376,   20.51
 37780.418,   20.55
 37780.459,   20.58
 37780.500,   20.61
 37780.544,   20.60
 37780.584,   20.50
 37780.626,   20.55
 37780.668,   20.63
 37780.709,   20.71
 37780.752,   20.86
 37780.793,   20.91
 37780.835,   20.92
 37780.877,   20.90
 37780.917,   20.87
 37780.960,   20.86
 37781.000,   20.73
 37781.043,   20.82
 37781.085,   20.68
 37781.125,   20.73
 37781.167,   20.69
 37781.210,   20.64
 37781.250,   20.60
 37781.293,   20.54
 37781.336,   20.48
 37781.377,   20.54
 37781.417,   20.61
 37781.459,   20.70
 37781.500,   20.82
 37781.544,   20.89
 37781.584,   20.79
 37781.627,   20.85
 37781.668,   20.93
 37781.710,   20.96
 37781.750,   20.84
 37781.792,   20.57
 37781.836,   20.33
 37781.876,   20.28
 37781.919,   20.30
 37781.960,   20.31
 37782.000,   20.34
 37782.043,   20.38
 37782.085,   20.45
 37782.127,   20.49
 37782.168,   20.54
 37782.209,   20.58
 37782.250,   20.60
 37782.293,   20.66
 37782.335,   20.77
 37782.377,   20.86
 37782.418,   20.95
 37782.459,   21.03
 37782.500,   21.08
 37782.544,   21.09
 37782.584,   21.00
 37782.627,   20.84
 37782.667,   20.69
 37782.710,   20.53
 37782.750,   20.32
 37782.794,   19.95
 37782.834,   19.92
 37782.875,   20.05
 37782.918,   20.27
 37782.959,   20.43
 37783.000,   20.50
 37783.043,   20.49
 37783.086,   20.71
 37783.128,   20.73
 37783.168,   20.68
 37783.210,   20.71
 37783.250,   20.62
 37783.293,   20.52
 37783.334,   20.44
 37783.377,   20.07
 37783.419,   19.87
 37783.460,   19.71
 37783.500,   19.70
 37783.542,   19.85
 37783.585,   20.01
 37783.626,   20.17
 37783.669,   20.74
 37783.709,   21.02
 37783.751,   21.14
 37783.793,   21.20
 37783.836,   21.25
 37783.876,   21.26
 37783.919,   21.25
 37783.960,   21.28
 37784.003,   21.27
 37784.043,   21.39
 37784.086,   21.30
 37784.125,   21.02
 37784.167,   20.61
 37784.210,   20.39
 37784.252,   19.96
 37784.292,   19.80
 37784.334,   19.77
 37784.377,   20.05
 37784.419,   20.84
 37784.460,   21.25
 37784.503,   21.47
 37784.544,   21.62
 37784.585,   21.55
 37784.627,   21.46
 37784.667,   21.40
 37784.709,   21.38
 37784.750,   21.69
 37784.793,   21.70
 37784.836,   21.69
 37784.876,   21.70
 37784.918,   21.64
 37784.961,   21.17
 37785.003,   21.09
 37785.043,   21.13
 37785.086,   21.27
 37785.126,   21.52
 37785.170,   21.78
 37785.209,   22.08
 37785.253,   22.11
 37785.293,   22.12
 37785.335,   22.11
 37785.376,   22.10
 37785.417,   22.12
 37785.460,   22.09
 37785.503,   22.08
 37785.544,   22.05
 37785.584,   22.04
 37785.626,   22.07
 37785.667,   22.13
 37785.710,   22.22
 37785.751,   22.26
 37785.794,   22.15
 37785.834,   22.39
 37785.877,   22.38
 37785.920,   22.41
 37785.961,   22.48
 37786.003,  -99.00
 37786.043,  -99.00
 37786.083,  -99.00
 37786.128,  -99.00
 37786.167,  -99.00
 37786.209,  -99.00
 37786.253,  -99.00
 37786.294,  -99.00
 37786.337,  -99.00
 37786.376,  -99.00
 37786.418,  -99.00
 37786.460,  -99.00
 37786.504,  -99.00
 37786.543,  -99.00
 37786.586,  -99.00
 37786.628,  -99.00
 37786.670,  -99.00
 37786.710,  -99.00
 37786.753,  -99.00
 37786.793,  -99.00
 37786.834,  -99.00
 37786.876,  -99.00
 37786.917,  -99.00
 37786.960,  -99.00
 37787.004,  -99.00
 37787.044,  -99.00
 37787.084,  -99.00
 37787.127,  -99.00
 37787.169,  -99.00
 37787.209,  -99.00
 37787.253,  -99.00
 37787.294,  -99.00
 37787.336,  -99.00
 37787.378,  -99.00
 37787.418,  -99.00
 37787.460,  -99.00
 37787.503,  -99.00
 37787.542,  -99.00
 37787.584,  -99.00
 37787.628,  -99.00
 37787.668,  -99.00
 37787.709,  -99.00
 37787.751,  -99.00
 37787.793,  -99.00
 37787.834,  -99.00
 37787.877,  -99.00
 37787.917,  -99.00
 37787.961,  -99.00
 37788.002,  -99.00
 37788.043,  -99.00
