$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:142.     

JDAY,T(C)
 37819.004,   19.99
 37819.042,   19.92
 37819.085,   19.90
 37819.129,   19.95
 37819.170,   19.99
 37819.210,   20.01
 37819.254,   20.07
 37819.293,   20.10
 37819.336,   20.10
 37819.378,   20.09
 37819.417,   20.11
 37819.460,   20.13
 37819.504,   19.98
 37819.543,   19.96
 37819.585,   20.08
 37819.625,   20.12
 37819.670,   20.13
 37819.710,   20.15
 37819.752,   20.18
 37819.794,   20.18
 37819.834,   20.19
 37819.875,   20.19
 37819.918,   20.18
 37819.960,   20.29
 37820.003,   20.13
 37820.043,   20.11
 37820.087,   20.16
 37820.128,   20.14
 37820.170,   20.09
 37820.209,   20.09
 37820.253,   20.09
 37820.293,   20.11
 37820.336,   20.10
 37820.379,   20.10
 37820.418,   20.14
 37820.460,   20.15
