,JDAY,TAIR,TDEW,WIND,PHI,CLOUD,SRO
1/1/2022 0:00,36891,6.1,5.6,3.6,5.06,4,0
1/1/2022 1:00,36891.04,6.1,6.1,3.1,5.76,4,0
1/1/2022 2:00,36891.08,5,5,3.1,5.76,4,0
1/1/2022 3:00,36891.13,5,5,2.7,5.58,0,0
1/1/2022 4:00,36891.17,5,4.4,2.7,5.58,0,0
1/1/2022 5:00,36891.21,5.6,4.4,1.3,5.58,0,0
1/1/2022 6:00,36891.25,5.6,3.9,1.3,5.41,0,8
1/1/2022 7:00,36891.29,5,3.9,2.7,4.01,0,161
1/1/2022 8:00,36891.34,4.4,3.3,0,4.01,0,313
1/1/2022 9:00,36891.38,5.6,3.3,0,4.01,0,203
1/1/2022 10:00,36891.42,11.7,3.3,0,4.01,0,517
1/1/2022 11:00,36891.46,12.2,2.8,1.3,1.22,0,288
1/1/2022 12:00,36891.5,12.8,2.2,0,1.22,0,127
1/1/2022 13:00,36891.55,13.9,2.2,0,1.22,0,274
1/1/2022 14:00,36891.59,12.8,1.7,0,1.22,0,161
1/1/2022 15:00,36891.63,14.4,1.1,0,1.22,4,13
1/1/2022 16:00,36891.67,12.8,1.7,2.2,1.57,4,0
1/1/2022 17:00,36891.71,11.1,2.8,0,1.57,4,0
1/1/2022 18:00,36891.76,9.4,4.4,0,1.57,6,0
1/1/2022 19:00,36891.8,9.4,5,2.7,1.75,6,0
1/1/2022 20:00,36891.84,8.3,6.1,3.1,2.27,6,0
1/1/2022 21:00,36891.88,7.2,5.6,0,2.27,6,0
1/1/2022 22:00,36891.92,8.3,5.6,0,2.27,6,0
1/1/2022 23:00,36891.97,7.8,5,1.3,2.09,6,0
1/2/2022 0:00,36892,7.8,5,0,2.09,6,0
1/2/2022 1:00,36892.04,8.3,5.6,0,2.09,6,0
1/2/2022 2:00,36892.08,7.8,6.1,0,2.09,6,0
1/2/2022 3:00,36892.13,7.8,5.6,1.3,2.27,4,0
1/2/2022 4:00,36892.17,6.7,5.6,0,2.27,4,0
1/2/2022 5:00,36892.21,7.2,5.6,0,2.27,4,0
1/2/2022 6:00,36892.25,6.1,4.4,0,2.27,4,16
1/2/2022 7:00,36892.29,6.1,4.4,1.3,1.57,4,186
1/2/2022 8:00,36892.34,6.7,4.4,0,1.57,4,309
1/2/2022 9:00,36892.38,7.8,4.4,1.3,0.7,4,301
1/2/2022 10:00,36892.42,9.4,4.4,1.3,1.57,0,512
1/2/2022 11:00,36892.46,12.2,3.9,0,1.57,0,385
1/2/2022 12:00,36892.5,10.6,3.9,0,1.57,0,356
1/2/2022 13:00,36892.55,12.2,3.3,2.2,1.75,0,309
1/2/2022 14:00,36892.59,12.2,3.3,1.3,2.27,4,163
1/2/2022 15:00,36892.63,14.4,3.3,0,2.27,10,35
1/2/2022 16:00,36892.67,11.7,3.3,2.2,1.57,6,0
1/2/2022 17:00,36892.71,11.7,5.6,2.2,2.44,6,0
1/2/2022 18:00,36892.76,10,6.7,1.3,2.62,6,0
1/2/2022 19:00,36892.8,10,7.2,0,2.62,6,0
1/2/2022 20:00,36892.84,11.1,7.2,3.1,2.27,6,0
1/2/2022 21:00,36892.88,10.6,6.7,1.3,2.44,6,0
1/2/2022 22:00,36892.92,8.3,7.2,2.2,1.57,10,0
1/2/2022 23:00,36892.97,7.2,7.2,2.2,1.22,10,0
1/3/2022 0:00,36893,7.2,7.2,0,1.22,10,0
1/3/2022 1:00,36893.04,8.3,7.8,0,1.22,10,0
1/3/2022 2:00,36893.08,7.2,7.2,1.3,4.54,10,0
1/3/2022 3:00,36893.13,7.8,7.8,3.1,4.89,10,0
1/3/2022 4:00,36893.17,7.2,7.2,1.3,5.41,10,0
1/3/2022 5:00,36893.21,7.8,7.8,2.7,4.89,10,0
1/3/2022 6:00,36893.25,7.8,7.8,2.2,4.71,6,25
1/3/2022 7:00,36893.29,6.7,6.7,2.2,4.54,4,106
1/3/2022 8:00,36893.34,7.8,6.7,1.3,6.28,0,144
1/3/2022 9:00,36893.38,9.4,6.7,2.2,0.17,0,198
1/3/2022 10:00,36893.42,12.8,6.1,3.6,2.27,0,390
1/3/2022 11:00,36893.46,16.1,5.6,0,2.27,0,402
1/3/2022 12:00,36893.5,14.4,5,0,2.27,0,203
1/3/2022 13:00,36893.55,16.1,3.9,1.3,1.22,0,216
1/3/2022 14:00,36893.59,16.7,4.4,2.2,2.27,10,110
1/3/2022 15:00,36893.63,14.4,4.4,1.3,2.62,10,21
1/3/2022 16:00,36893.67,12.8,4.4,0,2.62,10,0
1/3/2022 17:00,36893.71,10,5,0,2.62,10,0
1/3/2022 18:00,36893.76,8.9,7.2,0,2.62,10,0
1/3/2022 19:00,36893.8,9.4,8.3,1.3,3.49,4,0
1/3/2022 20:00,36893.84,10.6,8.3,2.2,4.19,4,0
