,JDAY,TAIR,TDEW,WIND,PHI,CLOUD,SRO
1/1/2022 0:00,36891,5,3,3.1,5.23,10,0
1/1/2022 1:00,36891.04,5,3,2.1,5.58,10,0
1/1/2022 2:00,36891.08,4,3,2.1,5.58,10,0
1/1/2022 3:00,36891.13,4,3,2.6,5.23,10,0
1/1/2022 4:00,36891.17,4,3,1.5,5.06,10,0
1/1/2022 5:00,36891.21,4,3,1.5,5.23,10,0
1/1/2022 6:00,36891.25,4,2,1.5,5.06,10,0
1/1/2022 7:00,36891.29,4,2,1.5,5.93,10,9
1/1/2022 8:00,36891.34,4,2,1.5,5.41,10,34
1/1/2022 9:00,36891.38,4,2,0,0,10,60
1/1/2022 10:00,36891.42,4,2,1.5,4.71,10,161
1/1/2022 11:00,36891.46,4,2,2.6,2.27,10,165
1/1/2022 12:00,36891.5,4,2,2.6,3.84,10,192
1/1/2022 13:00,36891.55,5,2,2.1,2.97,10,195
1/1/2022 14:00,36891.59,6,3,2.6,2.09,10,148
1/1/2022 15:00,36891.63,6,2,2.6,1.57,5,116
1/1/2022 16:00,36891.67,5,2,1.5,2.09,10,13
1/1/2022 17:00,36891.71,5,3,1,2.27,10,0
1/1/2022 18:00,36891.76,4,3,1,3.14,8,0
1/1/2022 19:00,36891.8,3,2,0,0,4,0
1/1/2022 20:00,36891.84,3,2,1.5,2.62,9,0
1/1/2022 21:00,36891.88,3,2,1.5,2.62,10,0
1/1/2022 22:00,36891.92,2,2,0,0,5,0
1/1/2022 23:00,36891.97,2,2,1.5,4.71,10,0
1/2/2022 0:00,36892,1,1,0,0,5,0
1/2/2022 1:00,36892.04,1,1,1.5,6.28,10,0
1/2/2022 2:00,36892.08,2,2,1.5,1.57,10,0
1/2/2022 3:00,36892.13,3,2,0,0,10,0
1/2/2022 4:00,36892.17,3,2,2.1,2.27,10,0
1/2/2022 5:00,36892.21,3,2,2.1,2.44,10,0
1/2/2022 6:00,36892.25,3,2,2.1,1.92,10,0
1/2/2022 7:00,36892.29,3,2,1.5,1.74,10,16
1/2/2022 8:00,36892.34,4,2,1.5,1.92,10,40
1/2/2022 9:00,36892.38,4,2,1.5,1.57,10,106
1/2/2022 10:00,36892.42,4,2,1.5,2.09,10,158
1/2/2022 11:00,36892.46,5,2,0,0,10,263
1/2/2022 12:00,36892.5,6,2,2.1,3.49,8,515
1/2/2022 13:00,36892.55,8,3,1.5,1.4,4,407
1/2/2022 14:00,36892.59,8,3,1.5,3.66,3,281
1/2/2022 15:00,36892.63,7,3,2.1,2.44,0,138
1/2/2022 16:00,36892.67,7,3,0,0,0,20
1/2/2022 17:00,36892.71,5,3,0,0,0,0
1/2/2022 18:00,36892.76,4,3,1.5,6.11,0,0
1/2/2022 19:00,36892.8,3,2,1.5,4.89,0,0
1/2/2022 20:00,36892.84,2,1,2.1,0.35,0,0
1/2/2022 21:00,36892.88,1,1,1.5,0.7,0,0
1/2/2022 22:00,36892.92,2,1,2.1,1.92,0,0
1/2/2022 23:00,36892.97,0,-1,2.1,0.7,0,0
1/3/2022 0:00,36893,-1,-1,2.1,0.17,0,0
1/3/2022 1:00,36893.04,0,-1,2.1,5.76,0,0
1/3/2022 2:00,36893.08,0,-1,2.1,5.23,0,0
1/3/2022 3:00,36893.13,-1,-1,0,0,3,0
1/3/2022 4:00,36893.17,-1,-2,0,0,7,0
1/3/2022 5:00,36893.21,-1,-2,1.5,0.87,10,0
1/3/2022 6:00,36893.25,-1,-1,2.1,5.23,6,0
1/3/2022 7:00,36893.29,-1,-1,1.5,2.44,8,20
1/3/2022 8:00,36893.34,1,-2,0,0,9,57
1/3/2022 9:00,36893.38,2,2,0,0,10,100
1/3/2022 10:00,36893.42,3,3,2.1,1.92,10,161
1/3/2022 11:00,36893.46,3,3,2.1,4.36,10,162
1/3/2022 12:00,36893.5,4,3,2.1,3.14,10,204
1/3/2022 13:00,36893.55,5,4,0,0,10,167
1/3/2022 14:00,36893.59,6,4,1.5,5.93,10,123
1/3/2022 15:00,36893.63,4,2,3.6,4.71,10,54
1/3/2022 16:00,36893.67,4,3,2.1,4.54,10,8
1/3/2022 17:00,36893.71,3,3,0,0,10,0
1/3/2022 18:00,36893.76,4,4,2.1,3.14,10,0
1/3/2022 19:00,36893.8,3,3,2.6,3.32,10,0
1/3/2022 20:00,36893.84,3,3,2.6,2.62,10,0
1/3/2022 21:00,36893.88,3,3,2.6,1.57,10,0
1/3/2022 22:00,36893.92,3,3,0,0,10,0
1/3/2022 23:00,36893.97,3,3,1.5,4.36,10,0
1/4/2022 0:00,36894,3,2,1.5,5.93,10,0
1/4/2022 1:00,36894.04,3,2,2.6,6.11,10,0
1/4/2022 2:00,36894.08,3,2,2.1,4.19,10,0
1/4/2022 3:00,36894.13,3,2,1.5,5.76,10,0
1/4/2022 4:00,36894.17,2,2,1.5,0.7,10,0
1/4/2022 5:00,36894.21,2,2,2.1,6.11,10,0
1/4/2022 6:00,36894.25,2,2,1.5,1.22,10,0
1/4/2022 7:00,36894.29,2,2,2.1,5.41,10,20
1/4/2022 8:00,36894.34,2,2,2.1,4.36,10,83
1/4/2022 9:00,36894.38,3,3,3.6,2.27,10,154
1/4/2022 10:00,36894.42,3,2,2.6,1.57,10,177
1/4/2022 11:00,36894.46,3,3,2.6,2.62,10,245
1/4/2022 12:00,36894.5,4,2,3.1,2.09,10,226
1/4/2022 13:00,36894.55,4,3,2.6,2.09,10,217
1/4/2022 14:00,36894.59,4,3,3.1,1.92,10,156
