$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:137.     

JDAY,QWD(m3s-1)
 37770.042,   31.0137
 37770.084,   30.9882
 37770.126,   30.9621
 37770.167,   30.9362
 37770.209,   30.9097
 37770.250,   30.8832
 37770.292,   30.8573
 37770.333,   30.8313
 37770.377,   30.8040
 37770.417,   30.7788
 37770.459,   30.7521
 37770.500,   30.7256
 37770.543,   30.6990
 37770.584,   30.6733
 37770.627,   30.6466
 37770.669,   30.6200
 37770.709,   30.5948
 37770.751,   30.5684
 37770.792,   30.5423
 37770.834,   30.5158
 37770.877,   30.4891
 37770.919,   30.4627
 37770.959,   30.4372
 37771.000,   30.4101
 37771.042,   30.3944
 37771.084,   30.3780
 37771.126,   30.3617
 37771.168,   30.3455
 37771.210,   30.3291
 37771.250,   30.3128
 37771.292,   30.2969
 37771.335,   30.2802
 37771.376,   30.2640
 37771.418,   30.2477
 37771.460,   30.2314
 37771.500,   30.2152
 37771.542,   30.1995
 37771.584,   30.1831
 37771.625,   30.1669
 37771.667,   30.1506
 37771.709,   30.1342
 37771.751,   30.1180
 37771.793,   30.1015
 37771.835,   30.0852
 37771.876,   30.0691
 37771.918,   30.0527
 37771.960,   30.0364
 37772.000,   30.0206
 37772.042,   30.0460
 37772.084,   30.0732
 37772.126,   30.1007
 37772.168,   30.1281
 37772.209,   30.1546
 37772.250,   30.1817
 37772.292,   30.2085
 37772.333,   30.2355
 37772.376,   30.2630
 37772.418,   30.2903
 37772.460,   30.3177
 37772.500,   30.3449
 37772.542,   30.3712
 37772.585,   30.3986
 37772.627,   30.4261
 37772.667,   30.4522
 37772.709,   30.4795
 37772.751,   30.5071
 37772.794,   30.5345
 37772.834,   30.5604
 37772.876,   30.5879
 37772.918,   30.6153
 37772.961,   30.6429
 37773.000,   30.6700
 37773.042,   30.6700
 37773.084,   30.6700
 37773.125,   30.6700
 37773.169,   30.6700
 37773.208,   30.6700
 37773.250,   30.6700
 37773.292,   30.6700
 37773.335,   30.6700
 37773.377,   30.6700
 37773.417,   30.6700
 37773.459,   30.6700
 37773.500,   30.6700
 37773.542,   30.6700
 37773.585,   30.6700
 37773.627,   30.6700
 37773.667,   30.6700
 37773.709,   30.6700
 37773.751,   30.6700
 37773.793,   30.6700
 37773.835,   30.6700
 37773.875,   30.6700
 37773.917,   30.6700
 37773.960,   30.6700
 37774.000,   30.6700
 37774.042,   30.6880
 37774.084,   30.7070
 37774.127,   30.7261
 37774.168,   30.7446
 37774.210,   30.7636
 37774.250,   30.7818
 37774.292,   30.8005
 37774.335,   30.8198
 37774.376,   30.8383
 37774.418,   30.8573
 37774.460,   30.8762
 37774.500,   30.8942
 37774.543,   30.9134
 37774.584,   30.9317
 37774.626,   30.9508
 37774.668,   30.9694
 37774.710,   30.9885
 37774.750,   31.0065
 37774.794,   31.0261
 37774.834,   31.0441
 37774.877,   31.0636
 37774.917,   31.0819
 37774.958,   31.1003
 37775.000,   31.1198
 37775.042,   31.1892
 37775.085,   31.2626
 37775.126,   31.3335
 37775.168,   31.4076
 37775.209,   31.4776
 37775.250,   31.5504
 37775.292,   31.6217
 37775.335,   31.6963
 37775.377,   31.7680
 37775.418,   31.8405
 37775.459,   31.9094
 37775.500,   31.9837
 37775.544,   32.0563
 37775.585,   32.1274
 37775.627,   32.2004
 37775.667,   32.2696
 37775.710,   32.3435
 37775.752,   32.4169
