JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
 37770.042,   203.480,   175.206,    18.640,     0.000,     0.000,     0.000,     0.250,    82.706,  2216.730,     1.000,    12.815,  -170.690,     0.000,   305.089,   399.423,    68.862,     7.494,     0.000,
 37770.084,   189.551,   175.208,    18.566,     0.000,     0.000,     0.000,     0.250,    82.708,  2216.730,     1.000,    12.812,  -165.701,     0.000,   301.715,   399.032,    60.217,     8.167,     0.000,
 37770.126,   191.458,   175.208,    18.522,     0.000,     0.000,     0.000,     0.250,    82.708,  2216.730,     1.000,    12.800,  -164.165,     0.000,   301.715,   398.787,    59.076,     8.017,     0.000,
 37770.167,   194.160,   175.208,    18.481,     0.000,     0.000,     0.000,     0.250,    82.708,  2216.730,     1.000,    12.788,  -175.125,     0.000,   295.723,   398.566,    60.935,    11.346,     0.000,
 37770.209,   185.020,   175.207,    18.436,     0.000,     0.000,     0.000,     0.250,    82.707,  2216.730,     1.000,    12.772,  -185.274,     0.000,   291.679,   398.323,    64.566,    14.064,     0.000,
 37770.250,   189.536,   175.207,    18.397,     0.000,     0.000,    16.526,     0.250,    82.707,  2216.730,     1.000,    12.754,  -147.572,    15.590,   298.110,   398.097,    53.644,     9.531,     0.000,
 37770.292,   186.498,   175.206,    18.375,     0.000,     0.000,   150.124,     0.250,    82.706,  2216.730,     1.000,    12.745,   -14.230,   141.626,   308.728,   397.976,    62.481,     4.126,     0.000,
 37770.333,   190.337,   175.205,    18.380,     0.000,     0.000,   343.530,     0.250,    82.705,  2216.730,     1.000,    12.742,   162.017,   324.084,   305.845,   397.997,    64.157,     5.759,     0.000,
 37770.377,   191.566,   175.205,    18.445,     0.000,     0.000,   565.411,     0.250,    82.705,  2216.730,     1.000,    12.739,   400.717,   533.407,   336.856,   398.331,    86.268,   -15.054,     0.000,
 37770.417,   185.513,   175.205,    18.572,     0.000,     0.000,   750.898,     0.250,    82.705,  2216.730,     1.000,    12.733,   610.195,   708.394,   352.214,   399.005,    69.443,   -18.034,     0.000,
 37770.459,   183.469,   175.204,    18.755,     0.000,     0.000,   899.170,     0.250,    82.704,  2216.730,     1.000,    12.744,   761.719,   848.274,   364.964,   399.999,    76.615,   -25.095,     0.000,
 37770.500,   185.364,   175.204,    18.953,     0.000,     0.000,   986.415,     0.250,    82.704,  2216.730,     1.000,    12.764,   850.443,   930.581,   369.863,   401.111,    73.337,   -24.448,     0.000,
 37770.543,   186.192,   175.203,    19.163,     0.000,     0.000,  1013.067,     0.250,    82.703,  2216.730,     1.000,    12.790,   887.060,   955.723,   383.790,   402.240,    86.857,   -36.643,     0.000,
 37770.584,   185.779,   175.203,    19.330,     0.000,     0.000,   982.089,     0.250,    82.703,  2216.730,     1.000,    12.807,   870.760,   926.499,   397.164,   403.171,    98.722,   -48.990,     0.000,
 37770.627,   190.358,   175.203,    19.466,     0.000,     0.000,   889.412,     0.250,    82.703,  2216.730,     1.000,    12.820,   798.783,   839.068,   411.294,   403.934,   110.210,   -62.565,     0.000,
 37770.669,   184.116,   175.203,    19.553,     0.000,     0.000,   736.973,     0.250,    82.703,  2216.730,     1.000,    12.829,   657.494,   695.258,   409.014,   404.428,    94.306,   -51.956,     0.000,
 37770.709,   184.539,   175.202,    19.580,     0.000,     0.000,   548.917,     0.250,    82.702,  2216.730,     1.000,    12.831,   478.838,   517.846,   408.635,   404.595,   103.117,   -60.068,     0.000,
 37770.751,   183.906,   175.202,    19.541,     0.000,     0.000,   334.029,     0.250,    82.702,  2216.730,     1.000,    12.818,   269.930,   315.122,   401.772,   404.394,    95.277,   -52.708,     0.000,
 37770.792,   188.990,   175.202,    19.450,     0.000,     0.000,   142.220,     0.250,    82.702,  2216.730,     1.000,    12.801,    79.586,   134.170,   389.988,   403.905,    80.067,   -39.400,     0.000,
 37770.834,   183.769,   175.202,    19.339,     0.000,     0.000,     9.947,     0.250,    82.702,  2216.730,     1.000,    12.803,   -57.407,     9.384,   373.221,   403.293,    61.921,   -25.203,     0.000,
 37770.877,   181.422,   175.202,    19.236,     0.000,     0.000,     0.000,     0.250,    82.702,  2216.730,     1.000,    12.827,   -83.052,     0.000,   359.428,   402.726,    58.295,   -18.541,     0.000,
 37770.919,   181.057,   175.203,    19.152,     0.000,     0.000,     0.000,     0.250,    82.703,  2216.730,     1.000,    12.852,   -94.032,     0.000,   350.529,   402.253,    56.377,   -14.070,     0.000,
 37770.959,   177.927,   175.203,    19.081,     0.000,     0.000,     0.000,     0.250,    82.703,  2216.730,     1.000,    12.876,  -106.323,     0.000,   344.078,   401.864,    60.049,   -11.512,     0.000,
 37771.000,   171.370,   175.203,    18.999,     0.000,     0.000,     0.000,     0.250,    82.703,  2216.730,     1.000,    12.905,  -123.720,     0.000,   334.415,   401.391,    63.963,    -7.219,     0.000,
 37771.042,   183.005,   175.204,    18.916,     0.000,     0.000,     0.000,     0.250,    82.704,  2216.730,     1.000,    12.946,  -139.541,     0.000,   323.163,   400.960,    63.470,    -1.726,     0.000,
 37771.084,   181.408,   175.204,    18.836,     0.000,     0.000,     0.000,     0.250,    82.704,  2216.730,     1.000,    12.990,  -147.532,     0.000,   319.381,   400.519,    66.484,    -0.090,     0.000,
 37771.126,   184.998,   175.205,    18.759,     0.000,     0.000,     0.000,     0.250,    82.705,  2216.730,     1.000,    13.004,  -151.470,     0.000,   316.324,   400.097,    66.452,     1.244,     0.000,
 37771.168,   178.673,   175.206,    18.695,     0.000,     0.000,     0.000,     0.250,    82.706,  2216.730,     1.000,    12.988,  -158.878,     0.000,   312.719,   399.742,    68.658,     3.197,     0.000,
 37771.210,   181.459,   175.207,    18.627,     0.000,     0.000,     0.000,     0.250,    82.707,  2216.730,     1.000,    12.958,  -144.635,     0.000,   319.076,   399.372,    65.235,    -0.896,     0.000,
 37771.250,   182.609,   175.208,    18.565,     0.000,     0.000,    17.591,     0.250,    82.708,  2216.730,     1.000,    12.925,  -110.341,    16.596,   319.536,   399.019,    48.777,    -1.323,     0.000,
 37771.292,   175.030,   175.210,    18.531,     0.000,     0.000,   151.036,     0.250,    82.710,  2216.730,     1.000,    12.891,    34.642,   142.487,   330.661,   398.829,    47.368,    -7.691,     0.000,
 37771.335,   178.518,   175.211,    18.555,     0.000,     0.000,   352.819,     0.250,    82.711,  2216.730,     1.000,    12.859,   243.683,   332.848,   343.731,   398.943,    48.781,   -14.828,     0.000,
 37771.376,   177.369,   175.213,    18.639,     0.000,     0.000,   565.561,     0.250,    82.713,  2216.730,     1.000,    12.836,   448.117,   533.548,   352.700,   399.387,    56.354,   -17.609,     0.000,
 37771.418,   174.233,   175.215,    18.782,     0.000,     0.000,   758.041,     0.250,    82.715,  2216.730,     1.000,    12.845,   649.034,   715.133,   368.410,   400.155,    59.675,   -25.321,     0.000,
 37771.460,   172.334,   175.217,    18.965,     0.000,     0.000,   902.822,     0.250,    82.717,  2216.730,     1.000,    12.878,   799.292,   851.719,   385.883,   401.154,    81.006,   -43.850,     0.000,
 37771.500,   170.320,   175.219,    19.156,     0.000,     0.000,   987.601,     0.250,    82.719,  2216.730,     1.000,    12.905,   907.857,   931.699,   403.947,   402.237,    75.795,   -50.243,     0.000,
 37771.542,   170.173,   175.222,    19.362,     0.000,     0.000,  1013.941,     0.250,    82.722,  2216.730,     1.000,    12.927,   936.458,   956.548,   407.731,   403.337,    67.535,   -43.050,     0.000,
 37771.584,   173.454,   175.225,    19.567,     0.000,     0.000,   983.528,     0.250,    82.725,  2216.730,     1.000,    12.956,   911.621,   927.856,   415.789,   404.472,    70.336,   -42.783,     0.000,
 37771.625,   170.891,   175.228,    19.752,     0.000,     0.000,   894.073,     0.250,    82.728,  2216.730,     1.000,    12.999,   829.201,   843.465,   421.502,   405.504,    76.073,   -45.812,     0.000,
 37771.667,   167.781,   175.231,    19.883,     0.000,     0.000,   744.564,     0.250,    82.731,  2216.730,     1.000,    13.043,   693.076,   702.419,   430.436,   406.250,    92.951,   -59.422,     0.000,
 37771.709,   166.420,   175.235,    19.942,     0.000,     0.000,   548.477,     0.250,    82.735,  2216.730,     1.000,    13.074,   498.983,   517.431,   427.188,   406.593,    98.291,   -59.248,     0.000,
 37771.751,   166.262,   175.238,    19.935,     0.000,     0.000,   336.051,     0.250,    82.738,  2216.730,     1.000,    13.091,   299.568,   317.029,   430.480,   406.572,   106.650,   -65.281,     0.000,
 37771.793,   161.140,   175.242,    19.872,     0.000,     0.000,   139.723,     0.250,    82.742,  2216.730,     1.000,    13.091,    99.209,   131.814,   413.730,   406.232,    84.777,   -44.674,     0.000,
 37771.835,   162.141,   175.246,    19.783,     0.000,     0.000,     9.563,     0.250,    82.746,  2216.730,     1.000,    13.088,   -47.959,     9.022,   394.195,   405.741,    78.104,   -32.669,     0.000,
 37771.876,   164.350,   175.251,    19.689,     0.000,     0.000,     0.000,     0.250,    82.751,  2216.730,     1.000,    13.093,   -76.213,     0.000,   380.115,   405.223,    77.629,   -26.524,     0.000,
 37771.918,   163.720,   175.255,    19.603,     0.000,     0.000,     0.000,     0.250,    82.755,  2216.730,     1.000,    13.113,   -90.122,     0.000,   370.734,   404.742,    79.590,   -23.477,     0.000,
 37771.960,   169.680,   175.260,    19.519,     0.000,     0.000,     0.000,     0.250,    82.760,  2216.730,     1.000,    13.143,  -106.279,     0.000,   360.644,   404.277,    82.491,   -19.846,     0.000,
 37772.000,   168.081,   175.264,    19.439,     0.000,     0.000,     0.000,     0.250,    82.764,  2216.730,     1.000,    13.167,  -100.295,     0.000,   350.219,   403.835,    63.933,   -17.254,     0.000,
 37772.042,   163.595,   175.269,    19.366,     0.000,     0.000,     0.000,     0.250,    82.769,  2216.730,     1.000,    13.166,   -99.067,     0.000,   345.937,   403.428,    53.220,   -11.644,     0.000,
 37772.084,   167.214,   175.274,    19.286,     0.000,     0.000,     0.000,     0.250,    82.774,  2216.730,     1.000,    13.149,  -133.381,     0.000,   338.079,   402.994,    78.160,    -9.694,     0.000,
 37772.126,   168.830,   175.278,    19.199,     0.000,     0.000,     0.000,     0.250,    82.778,  2216.730,     1.000,    13.117,  -127.328,     0.000,   334.839,   402.512,    69.759,   -10.103,     0.000,
 37772.168,   161.953,   175.283,    19.116,     0.000,     0.000,     0.000,     0.250,    82.783,  2216.730,     1.000,    13.082,  -124.614,     0.000,   334.390,   402.055,    66.624,    -9.675,     0.000,
 37772.209,   166.947,   175.287,    19.042,     0.000,     0.000,     0.000,     0.250,    82.787,  2216.730,     1.000,    13.054,  -125.812,     0.000,   330.930,   401.646,    62.001,    -6.904,     0.000,
 37772.250,   170.147,   175.291,    18.970,     0.000,     0.000,    17.127,     0.250,    82.791,  2216.730,     1.000,    13.026,  -111.661,    16.157,   327.014,   401.246,    57.858,    -4.271,     0.000,
 37772.292,   165.678,   175.295,    18.931,     0.000,     0.000,   151.876,     0.250,    82.795,  2216.730,     1.000,    12.997,    53.374,   143.279,   342.034,   401.020,    43.387,   -12.468,     0.000,
 37772.333,   169.461,   175.299,    18.950,     0.000,     0.000,   346.631,     0.250,    82.799,  2216.730,     1.000,    12.982,   250.528,   327.010,   355.034,   401.109,    48.840,   -18.432,     0.000,
 37772.376,   171.115,   175.302,    19.030,     0.000,     0.000,   563.071,     0.250,    82.802,  2216.730,     1.000,    12.991,   467.251,   531.199,   371.555,   401.533,    60.033,   -26.063,     0.000,
 37772.418,   171.183,   175.306,    19.165,     0.000,     0.000,   756.940,     0.250,    82.806,  2216.730,     1.000,    13.019,   668.479,   714.094,   389.255,   402.263,    68.363,   -35.756,     0.000,
 37772.460,   174.372,   175.310,    19.347,     0.000,     0.000,   903.442,     0.250,    82.810,  2216.730,     1.000,    13.057,   828.119,   852.304,   403.552,   403.257,    62.647,   -38.167,     0.000,
 37772.500,   160.073,   175.313,    19.547,     0.000,     0.000,   988.823,     0.250,    82.813,  2216.730,     1.000,    13.109,   915.281,   932.852,   417.596,   404.408,    78.738,   -47.979,     0.000,
 37772.542,   173.301,   175.316,    19.751,     0.000,     0.000,  1014.680,     0.250,    82.816,  2216.730,     1.000,    13.174,   932.407,   957.245,   425.053,   405.489,   101.526,   -57.124,     0.000,
 37772.585,   174.930,   175.320,    19.945,     0.000,     0.000,   983.409,     0.250,    82.820,  2216.730,     1.000,    13.237,   923.537,   927.744,   434.445,   406.557,    82.489,   -50.394,     0.000,
 37772.627,   175.496,   175.323,    20.139,     0.000,     0.000,   891.020,     0.250,    82.823,  2216.730,     1.000,    13.289,   840.940,   840.585,   440.372,   407.650,    84.839,   -52.472,     0.000,
 37772.667,   177.239,   175.325,    20.269,     0.000,     0.000,   747.499,     0.250,    82.825,  2216.730,     1.000,    13.304,   696.477,   705.188,   441.001,   408.391,   100.193,   -58.872,     0.000,
 37772.709,   161.381,   175.328,    20.338,     0.000,     0.000,   551.411,     0.250,    82.828,  2216.730,     1.000,    13.287,   513.441,   520.200,   445.457,   408.792,   105.266,   -61.842,     0.000,
 37772.751,   178.375,   175.331,    20.364,     0.000,     0.000,   333.693,     0.250,    82.831,  2216.730,     1.000,    13.277,   315.066,   314.804,   445.831,   408.945,    92.177,   -55.552,     0.000,
 37772.794,   180.074,   175.333,    20.356,     0.000,     0.000,   138.956,     0.250,    82.833,  2216.730,     1.000,    13.285,   111.448,   131.090,   427.169,   408.912,    82.675,   -44.775,     0.000,
 37772.834,   188.099,   175.335,    20.306,     0.000,     0.000,    13.309,     0.250,    82.835,  2216.730,     1.000,    13.285,   -40.786,    12.555,   408.034,   408.645,    92.292,   -39.562,     0.000,
 37772.876,   181.859,   175.338,    20.221,     0.000,     0.000,     0.000,     0.250,    82.838,  2216.730,     1.000,    13.270,   -74.176,     0.000,   385.892,   408.173,    84.072,   -32.177,     0.000,
 37772.918,   178.710,   175.340,    20.149,     0.000,     0.000,     0.000,     0.250,    82.840,  2216.730,     1.000,    13.260,   -67.788,     0.000,   382.524,   407.765,    68.126,   -25.579,     0.000,
 37772.961,   182.437,   175.342,    20.090,     0.000,     0.000,     0.000,     0.250,    82.842,  2216.730,     1.000,    13.279,  -105.476,     0.000,   360.336,   407.440,    74.306,   -15.934,     0.000,
 37773.000,   168.238,   175.344,    20.023,     0.000,     0.000,     0.000,     0.250,    82.844,  2216.730,     1.000,    13.294,  -133.795,     0.000,   345.947,   407.051,    83.144,   -10.452,     0.000,
 37773.042,   189.202,   175.345,    19.954,     0.000,     0.000,     0.000,     0.250,    82.845,  2216.730,     1.000,    13.292,  -125.755,     0.000,   342.030,   406.685,    68.825,    -7.725,     0.000,
 37773.084,   180.972,   175.347,    19.894,     0.000,     0.000,     0.000,     0.250,    82.847,  2216.730,     1.000,    13.303,  -119.108,     0.000,   341.690,   406.349,    63.093,    -8.645,     0.000,
 37773.125,   184.484,   175.349,    19.844,     0.000,     0.000,     0.000,     0.250,    82.849,  2216.730,     1.000,    13.328,  -130.611,     0.000,   335.405,   406.071,    65.637,    -5.693,     0.000,
 37773.169,   192.505,   175.351,    19.790,     0.000,     0.000,     0.000,     0.250,    82.851,  2216.730,     1.000,    13.342,  -127.814,     0.000,   334.390,   405.773,    61.452,    -5.021,     0.000,
 37773.208,   184.778,   175.352,    19.738,     0.000,     0.000,     0.000,     0.250,    82.852,  2216.730,     1.000,    13.329,  -123.823,     0.000,   334.390,   405.483,    57.921,    -5.191,     0.000,
 37773.250,   194.750,   175.354,    19.682,     0.000,     0.000,    17.727,     0.250,    82.854,  2216.730,     1.000,    13.299,  -109.892,    16.724,   330.775,   405.170,    55.277,    -3.057,     0.000,
 37773.292,   187.436,   175.355,    19.646,     0.000,     0.000,   152.644,     0.250,    82.855,  2216.730,     1.000,    13.281,     8.527,   144.004,   334.395,   404.967,    70.453,    -5.547,     0.000,
 37773.335,   185.610,   175.357,    19.663,     0.000,     0.000,   356.177,     0.250,    82.857,  2216.730,     1.000,    13.277,   226.161,   336.016,   351.115,   405.043,    70.531,   -14.603,     0.000,
 37773.377,   180.399,   175.359,    19.749,     0.000,     0.000,   567.905,     0.250,    82.859,  2216.730,     1.000,    13.278,   470.619,   535.760,   382.169,   405.498,    68.596,   -26.783,     0.000,
 37773.417,   190.614,   175.360,    19.894,     0.000,     0.000,   754.792,     0.250,    82.860,  2216.730,     1.000,    13.293,   648.111,   712.068,   386.738,   406.286,    74.191,   -29.782,     0.000,
 37773.459,   193.588,   175.362,    20.082,     0.000,     0.000,   901.620,     0.250,    82.862,  2216.730,     1.000,    13.322,   798.823,   850.584,   398.821,   407.319,    76.836,   -33.573,     0.000,
 37773.500,   188.436,   175.363,    20.287,     0.000,     0.000,   988.474,     0.250,    82.863,  2216.730,     1.000,    13.365,   888.229,   932.522,   417.245,   408.492,   105.086,   -52.040,     0.000,
 37773.542,   186.101,   175.365,    20.502,     0.000,     0.000,  1015.409,     0.250,    82.865,  2216.730,     1.000,    13.412,   934.156,   957.933,   424.921,   409.652,    85.693,   -46.647,     0.000,
 37773.585,   192.018,   175.366,    20.734,     0.000,     0.000,   983.811,     0.250,    82.866,  2216.730,     1.000,    13.472,   907.145,   928.124,   426.854,   410.948,    80.219,   -43.334,     0.000,
 37773.627,   191.804,   175.368,    20.935,     0.000,     0.000,   892.338,     0.250,    82.868,  2216.730,     1.000,    13.526,   825.390,   841.829,   434.970,   412.088,    86.725,   -47.404,     0.000,
 37773.667,   187.618,   175.369,    21.067,     0.000,     0.000,   749.585,     0.250,    82.869,  2216.730,     1.000,    13.546,   674.908,   707.155,   436.218,   412.850,   112.726,   -57.112,     0.000,
 37773.709,   197.478,   175.370,    21.129,     0.000,     0.000,   551.414,     0.250,    82.870,  2216.730,     1.000,    13.537,   494.681,   520.202,   436.232,   413.216,   103.055,   -54.518,     0.000,
 37773.751,   186.941,   175.372,    21.115,     0.000,     0.000,   338.491,     0.250,    82.872,  2216.730,     1.000,    13.521,   256.408,   319.331,   421.777,   413.169,   138.267,   -66.736,     0.000,
 37773.793,   188.321,   175.373,    21.014,     0.000,     0.000,   143.980,     0.250,    82.873,  2216.730,     1.000,    13.485,    76.634,   135.830,   407.381,   412.605,    93.279,   -39.308,     0.000,
 37773.835,   188.676,   175.374,    20.920,     0.000,     0.000,    11.050,     0.250,    82.874,  2216.730,     1.000,    13.466,   -81.620,    10.425,   372.516,   412.082,    71.438,   -18.958,     0.000,
 37773.875,   188.749,   175.375,    20.822,     0.000,     0.000,     0.000,     0.250,    82.875,  2216.730,     1.000,    13.476,  -132.674,     0.000,   342.896,   411.538,    69.149,    -5.118,     0.000,
 37773.917,   193.570,   175.377,    20.721,     0.000,     0.000,     0.000,     0.250,    82.877,  2216.730,     1.000,    13.504,  -162.960,     0.000,   328.455,   410.969,    78.516,     1.930,     0.000,
 37773.960,   196.265,   175.378,    20.613,     0.000,     0.000,     0.000,     0.250,    82.878,  2216.730,     1.000,    13.530,  -185.110,     0.000,   318.755,   410.367,    85.988,     7.510,     0.000,
 37774.000,   194.170,   175.379,    20.509,     0.000,     0.000,     0.000,     0.250,    82.879,  2216.730,     1.000,    13.531,  -210.790,     0.000,   305.969,   409.776,    91.639,    15.344,     0.000,
 37774.042,   198.350,   175.380,    20.400,     0.000,     0.000,     0.000,     0.250,    82.880,  2216.730,     1.000,    13.504,  -200.940,     0.000,   302.025,   409.180,    78.446,    15.339,     0.000,
 37774.084,   198.690,   175.382,    20.294,     0.000,     0.000,     0.000,     0.250,    82.882,  2216.730,     1.000,    13.475,  -210.948,     0.000,   295.054,   408.590,    78.443,    18.968,     0.000,
 37774.127,   199.927,   175.383,    20.192,     0.000,     0.000,     0.000,     0.250,    82.883,  2216.730,     1.000,    13.459,  -209.342,     0.000,   292.202,   408.015,    74.001,    19.528,     0.000,
 37774.168,   192.135,   175.384,    20.104,     0.000,     0.000,     0.000,     0.250,    82.884,  2216.730,     1.000,    13.457,  -209.631,     0.000,   288.929,   407.521,    70.533,    20.506,     0.000,
 37774.210,   192.375,   175.384,    20.037,     0.000,     0.000,     0.000,     0.250,    82.884,  2216.730,     1.000,    13.459,  -207.885,     0.000,   288.673,   407.145,    68.985,    20.428,     0.000,
 37774.250,   194.702,   175.385,    19.974,     0.000,     0.000,    17.361,     0.250,    82.885,  2216.730,     1.000,    13.449,  -196.593,    16.379,   288.752,   406.793,    73.286,    21.645,     0.000,
 37774.292,   188.276,   175.386,    19.922,     0.000,     0.000,   151.783,     0.250,    82.886,  2216.730,     1.000,    13.430,   -59.822,   143.192,   295.622,   406.501,    74.556,    17.579,     0.000,
 37774.335,   191.377,   175.387,    19.918,     0.000,     0.000,   351.423,     0.250,    82.887,  2216.730,     1.000,    13.434,   164.573,   331.531,   313.759,   406.461,    67.382,     6.874,     0.000,
 37774.376,   199.187,   175.388,    19.983,     0.000,     0.000,   558.295,     0.250,    82.888,  2216.730,     1.000,    13.473,   387.105,   526.693,   329.501,   406.796,    63.121,    -0.827,     0.000,
 37774.418,   193.185,   175.388,    20.117,     0.000,     0.000,   749.047,     0.250,    82.888,  2216.730,     1.000,    13.527,   584.378,   706.648,   345.757,   407.525,    68.877,    -8.375,     0.000,
 37774.460,   195.892,   175.389,    20.297,     0.000,     0.000,   890.658,     0.250,    82.889,  2216.730,     1.000,    13.581,   731.406,   840.244,   358.692,   408.523,    72.924,   -13.916,     0.000,
 37774.500,   195.806,   175.389,    20.494,     0.000,     0.000,   970.603,     0.250,    82.889,  2216.730,     1.000,    13.639,   816.181,   915.663,   371.082,   409.621,    81.852,   -20.909,     0.000,
 37774.543,   194.588,   175.390,    20.706,     0.000,     0.000,   996.834,     0.250,    82.890,  2216.730,     1.000,    13.684,   838.626,   940.409,   378.617,   410.795,    95.011,   -25.406,     0.000,
 37774.584,   194.894,   175.390,    20.888,     0.000,     0.000,   985.701,     0.250,    82.890,  2216.730,     1.000,    13.688,   839.215,   929.907,   388.418,   411.819,   100.494,   -33.202,     0.000,
 37774.626,   191.302,   175.390,    21.177,     0.000,     0.000,   886.752,     0.250,    82.890,  2216.730,     1.000,    13.660,   765.322,   836.558,   399.497,   413.395,    93.078,   -35.740,     0.000,
 37774.668,   191.195,   175.390,    21.446,     0.000,     0.000,   734.975,     0.250,    82.890,  2216.730,     1.000,    13.633,   629.811,   693.373,   401.657,   414.945,    79.921,   -29.647,     0.000,
 37774.710,   195.530,   175.390,    21.586,     0.000,     0.000,   537.953,     0.250,    82.890,  2216.730,     1.000,    13.621,   422.678,   507.502,   398.033,   415.786,   101.213,   -34.142,     0.000,
 37774.750,   193.011,   175.390,    21.579,     0.000,     0.000,   335.758,     0.250,    82.890,  2216.730,     1.000,    13.604,   232.951,   316.752,   398.238,   415.775,   100.934,   -34.670,     0.000,
 37774.794,   199.860,   175.390,    21.481,     0.000,     0.000,   138.034,     0.250,    82.890,  2216.730,     1.000,    13.582,    42.153,   130.220,   385.303,   415.245,    82.378,   -24.252,     0.000,
 37774.834,   196.772,   175.389,    21.354,     0.000,     0.000,    14.645,     0.250,    82.889,  2216.730,     1.000,    13.584,   -74.721,    13.816,   375.694,   414.530,    66.535,   -16.834,     0.000,
 37774.877,   192.127,   175.389,    21.223,     0.000,     0.000,     0.000,     0.250,    82.889,  2216.730,     1.000,    13.624,  -100.775,     0.000,   367.491,   413.791,    67.791,   -13.316,     0.000,
 37774.917,   190.869,   175.389,    21.109,     0.000,     0.000,     0.000,     0.250,    82.889,  2216.730,     1.000,    13.678,  -107.641,     0.000,   359.968,   413.145,    64.141,    -9.678,     0.000,
 37774.958,   193.191,   175.389,    21.017,     0.000,     0.000,     0.000,     0.250,    82.889,  2216.730,     1.000,    13.731,  -123.668,     0.000,   350.971,   412.617,    67.797,    -5.776,     0.000,
 37775.000,   206.418,   175.389,    20.940,     0.000,     0.000,     0.000,     0.250,    82.889,  2216.730,     1.000,    13.756,  -140.177,     0.000,   337.313,   412.169,    64.104,     1.216,     0.000,
 37775.042,   193.364,   175.389,    20.858,     0.000,     0.000,     0.000,     0.250,    82.889,  2216.730,     1.000,    13.750,  -155.522,     0.000,   326.616,   411.734,    63.851,     6.553,     0.000,
 37775.085,   203.517,   175.388,    20.776,     0.000,     0.000,     0.000,     0.250,    82.888,  2216.730,     1.000,    13.723,  -151.315,     0.000,   327.324,   411.271,    60.994,     6.373,     0.000,
 37775.126,   209.310,   175.387,    20.689,     0.000,     0.000,     0.000,     0.250,    82.887,  2216.730,     1.000,    13.689,  -156.309,     0.000,   324.971,   410.787,    62.711,     7.783,     0.000,
 37775.168,   193.078,   175.386,    20.610,     0.000,     0.000,     0.000,     0.250,    82.886,  2216.730,     1.000,    13.661,  -164.773,     0.000,   318.804,   410.343,    62.287,    10.947,     0.000,
 37775.209,   204.335,   175.386,    20.549,     0.000,     0.000,     0.000,     0.250,    82.886,  2216.730,     1.000,    13.646,  -149.893,     0.000,   329.334,   409.993,    62.087,     7.147,     0.000,
 37775.250,   199.591,   175.385,    20.510,     0.000,     0.000,    16.174,     0.250,    82.885,  2216.730,     1.000,    13.623,  -112.380,    15.258,   335.002,   409.768,    49.250,     3.621,     0.000,
 37775.292,   193.393,   175.384,    20.493,     0.000,     0.000,   130.034,     0.250,    82.884,  2216.730,     1.000,    13.619,    26.428,   122.674,   351.973,   409.664,    42.573,    -4.018,     0.000,
 37775.335,   196.064,   175.383,    20.509,     0.000,     0.000,   297.221,     0.250,    82.883,  2216.730,     1.000,    13.645,   154.730,   280.397,   342.795,   409.748,    57.790,     0.924,     0.000,
 37775.377,   194.457,   175.382,    20.591,     0.000,     0.000,   465.741,     0.250,    82.882,  2216.730,     1.000,    13.702,   330.428,   439.378,   356.070,   410.174,    59.284,    -4.437,     0.000,
 37775.418,   167.117,   175.381,    20.765,     0.000,     0.000,   611.708,     0.250,    82.881,  2216.730,     1.000,    13.770,   494.315,   577.083,   378.562,   411.138,    65.102,   -14.909,     0.000,
 37775.459,   198.043,   175.380,    20.982,     0.000,     0.000,   708.855,     0.250,    82.880,  2216.730,     1.000,    13.809,   596.011,   668.731,   389.734,   412.331,    68.199,   -18.077,     0.000,
 37775.500,   203.351,   175.378,    21.215,     0.000,     0.000,   762.299,     0.250,    82.878,  2216.730,     1.000,    13.816,   660.998,   719.150,   405.254,   413.687,    76.270,   -26.551,     0.000,
 37775.544,   196.699,   175.377,    21.417,     0.000,     0.000,   768.896,     0.250,    82.877,  2216.730,     1.000,    13.794,   668.119,   725.374,   414.390,   414.797,    93.561,   -36.714,     0.000,
 37775.585,   197.499,   175.375,    21.546,     0.000,     0.000,   675.123,     0.250,    82.875,  2216.730,     1.000,    13.755,   577.575,   636.908,   412.130,   415.534,    79.955,   -24.026,     0.000,
 37775.627,   216.978,   175.373,    21.670,     0.000,     0.000,   777.263,     0.250,    82.873,  2216.730,     1.000,    13.729,   657.710,   733.267,   410.437,   416.240,   116.838,   -47.083,     0.000,
 37775.667,   214.177,   175.371,    21.649,     0.000,     0.000,   678.292,     0.250,    82.871,  2216.730,     1.000,    13.699,   540.310,   639.898,   406.287,   416.131,   140.213,   -50.469,     0.000,
 37775.710,   199.914,   175.369,    21.674,     0.000,     0.000,   504.979,     0.250,    82.869,  2216.730,     1.000,    13.683,   402.436,   476.396,   404.674,   416.284,   100.509,   -38.160,     0.000,
 37775.752,   197.301,   175.367,    21.634,     0.000,     0.000,   310.226,     0.250,    82.867,  2216.730,     1.000,    13.711,   206.377,   292.666,   396.879,   416.114,   102.954,   -35.899,     0.000,
 37775.793,   202.131,   175.365,    21.509,     0.000,     0.000,   136.479,     0.250,    82.865,  2216.730,     1.000,    13.718,    22.894,   128.753,   387.605,   415.414,   114.580,   -36.530,     0.000,
