$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:117.     

JDAY,QWD(m3s-1)
 37807.293,   11.6100
 37807.334,   11.6100
 37807.376,   11.6100
 37807.417,   11.6100
 37807.460,   11.6100
 37807.503,   11.6100
 37807.542,   11.6100
 37807.586,   11.6100
 37807.626,   11.6100
 37807.667,   11.6100
 37807.709,   11.6100
 37807.753,   11.6100
 37807.794,   11.6100
 37807.835,   11.6100
 37807.878,   11.6100
 37807.917,   11.6100
 37807.961,   11.6100
 37808.005,   11.6100
 37808.045,   11.6100
 37808.085,   11.6100
 37808.127,   11.6100
 37808.167,   11.6100
 37808.209,   11.6100
 37808.253,   11.6100
 37808.293,   11.6100
 37808.334,   11.6100
 37808.379,   11.6100
 37808.419,   11.6100
 37808.460,   11.6100
 37808.504,   11.6100
 37808.543,   11.6100
 37808.584,   11.6100
 37808.628,   11.6100
 37808.669,   11.6100
 37808.710,   11.6100
 37808.754,   11.6100
 37808.792,   11.6100
 37808.837,   11.6100
 37808.877,   11.6100
 37808.918,   11.6100
 37808.962,   11.6100
 37809.005,   11.6100
 37809.045,   11.6124
 37809.084,   11.6148
 37809.127,   11.6174
 37809.169,   11.6199
 37809.210,   11.6224
 37809.254,   11.6250
 37809.295,   11.6274
 37809.335,   11.6299
 37809.378,   11.6324
 37809.420,   11.6349
 37809.460,   11.6373
 37809.504,   11.6400
 37809.546,   11.6425
 37809.584,   11.6448
 37809.629,   11.6475
 37809.669,   11.6499
 37809.710,   11.6524
 37809.751,   11.6548
 37809.792,   11.6573
 37809.835,   11.6600
 37809.878,   11.6625
 37809.918,   11.6650
 37809.962,   11.6674
 37810.004,   11.6700
 37810.044,   11.6676
 37810.084,   11.6652
 37810.128,   11.6625
 37810.167,   11.6603
 37810.210,   11.6575
 37810.255,   11.6550
 37810.295,   11.6526
 37810.338,   11.6500
 37810.379,   11.6475
 37810.417,   11.6453
 37810.460,   11.6427
 37810.505,   11.6400
 37810.544,   11.6376
 37810.585,   11.6352
 37810.625,   11.6327
 37810.667,   11.6303
 37810.710,   11.6276
 37810.751,   11.6252
 37810.794,   11.6226
 37810.834,   11.6202
 37810.875,   11.6177
 37810.919,   11.6151
 37810.961,   11.6125
 37811.005,   11.6100
 37811.045,   11.6192
 37811.085,   11.6284
 37811.127,   11.6384
 37811.170,   11.6479
 37811.210,   11.6573
 37811.254,   11.6675
 37811.294,   11.6767
 37811.335,   11.6857
 37811.379,   11.6961
 37811.420,   11.7056
 37811.459,   11.7147
 37811.506,   11.7250
 37811.543,   11.7339
 37811.585,   11.7436
 37811.629,   11.7537
 37811.668,   11.7626
 37811.709,   11.7718
 37811.752,   11.7821
 37811.794,   11.7917
 37811.834,   11.8010
 37811.876,   11.8105
 37811.918,   11.8203
 37811.960,   11.8301
 37812.004,   11.8400
 37812.044,   11.8400
 37812.084,   11.8400
 37812.128,   11.8400
 37812.169,   11.8400
 37812.210,   11.8400
 37812.254,   11.8400
 37812.293,   11.8400
 37812.335,   11.8400
 37812.378,   11.8400
 37812.417,   11.8400
 37812.459,   11.8400
 37812.504,   11.8400
 37812.544,   11.8400
 37812.586,   11.8400
 37812.627,   11.8400
 37812.668,   11.8400
 37812.710,   11.8400
 37812.751,   11.8400
 37812.794,   11.8400
 37812.834,   11.8400
 37812.877,   11.8400
 37812.917,   11.8400
 37812.960,   11.8400
 37813.003,   11.8400
 37813.043,   11.8400
 37813.086,   11.8400
 37813.127,   11.8400
 37813.167,   11.8400
 37813.210,   11.8400
 37813.253,   11.8400
 37813.293,   11.8400
 37813.334,   11.8400
 37813.375,   11.8400
 37813.417,   11.8400
 37813.460,   11.8400
 37813.503,   11.8400
 37813.544,   11.8400
 37813.587,   11.8400
 37813.625,   11.8400
 37813.667,   11.8400
 37813.710,   11.8400
 37813.752,   11.8400
 37813.793,   11.8400
 37813.835,   11.8400
 37813.878,   11.8400
 37813.918,   11.8400
 37813.960,   11.8400
 37814.003,   11.8400
 37814.043,   11.8400
 37814.086,   11.8400
 37814.126,   11.8400
 37814.169,   11.8400
 37814.209,   11.8400
 37814.253,   11.8400
 37814.293,   11.8400
 37814.335,   11.8400
 37814.376,   11.8400
 37814.419,   11.8400
 37814.459,   11.8400
 37814.503,   11.8400
 37814.542,   11.8400
 37814.586,   11.8400
 37814.626,   11.8400
 37814.669,   11.8400
 37814.709,   11.8400
 37814.751,   11.8400
 37814.794,   11.8400
 37814.836,   11.8400
 37814.877,   11.8400
 37814.917,   11.8400
 37814.960,   11.8400
 37815.003,   11.8400
 37815.043,   11.8400
 37815.086,   11.8400
 37815.127,   11.8400
 37815.169,   11.8400
 37815.209,   11.8400
 37815.251,   11.8400
 37815.293,   11.8400
 37815.335,   11.8400
 37815.375,   11.8400
 37815.419,   11.8400
 37815.459,   11.8400
 37815.504,   11.8400
 37815.544,   11.8400
 37815.584,   11.8400
 37815.627,   11.8400
 37815.668,   11.8400
 37815.710,   11.8400
 37815.752,   11.8400
 37815.792,   11.8400
 37815.836,   11.8400
 37815.876,   11.8400
 37815.920,   11.8400
 37815.960,   11.8400
 37816.004,   11.8400
 37816.044,   11.8400
 37816.083,   11.8400
 37816.129,   11.8400
 37816.167,   11.8400
 37816.208,   11.8400
 37816.253,   11.8400
 37816.292,   11.8400
 37816.334,   11.8400
 37816.376,   11.8400
 37816.419,   11.8400
 37816.458,   11.8400
 37816.504,   11.8400
 37816.542,   11.8400
 37816.585,   11.8400
 37816.625,   11.8400
 37816.667,   11.8400
 37816.710,   11.8400
