$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:117.     

JDAY,T(C)
 37443.513,   12.30
 37443.556,   12.31
 37443.600,   12.31
 37443.642,   12.32
 37443.686,   12.33
 37443.728,   12.33
 37443.770,   12.34
 37443.814,   12.35
 37443.856,   12.35
 37443.901,   12.36
 37443.943,   12.36
 37443.987,   12.36
 37444.029,   12.36
 37444.072,   12.36
 37444.116,   12.36
 37444.157,   12.36
 37444.202,   12.36
 37444.244,   12.35
 37444.286,   12.35
 37444.331,   12.35
 37444.372,   12.35
 37444.416,   12.34
 37444.459,   12.34
 37444.502,   12.34
 37444.545,   12.34
 37444.589,   12.35
 37444.630,   12.35
 37444.674,   12.35
 37444.717,   12.35
 37444.760,   12.36
 37444.802,   12.36
 37444.847,   12.36
 37444.889,   12.36
 37444.931,   12.36
 37444.974,   12.36
 37445.018,   12.36
 37445.060,   12.36
 37445.105,   12.36
 37445.148,   12.35
 37445.191,   12.35
 37445.233,   12.35
 37445.276,   12.35
 37445.318,   12.35
 37445.361,   12.35
 37445.406,   12.35
 37445.449,   12.35
 37445.491,   12.36
 37445.534,   12.36
 37445.577,   12.36
 37445.620,   12.37
 37445.662,   12.37
 37445.707,   12.38
 37445.750,   12.39
 37445.793,   12.39
 37445.836,   12.40
 37445.879,   12.41
 37445.920,   12.41
 37445.964,   12.42
 37446.008,   12.43
 37446.051,   12.43
 37446.093,   12.43
 37446.135,   12.44
 37446.178,   12.44
 37446.224,   12.44
 37446.266,   12.44
 37446.309,   12.44
 37446.351,   12.44
 37446.394,   12.44
 37446.437,   12.44
 37446.480,   12.43
 37446.523,   12.43
 37446.567,   12.43
 37446.610,   12.43
 37446.653,   12.43
 37446.696,   12.43
 37446.739,   12.43
 37446.781,   12.43
 37446.824,   12.43
 37446.867,   12.43
 37446.910,   12.43
 37446.954,   12.44
 37446.998,   12.44
 37447.040,   12.44
 37447.083,   12.44
 37447.126,   12.44
 37447.168,   12.43
 37447.210,   12.43
 37447.253,   12.43
 37447.296,   12.43
 37447.340,   12.43
 37447.383,   12.42
 37447.427,   12.42
 37447.470,   12.42
 37447.513,   12.42
 37447.557,   12.43
 37447.600,   12.43
 37447.640,   12.42
 37447.684,   12.42
 37447.727,   12.43
 37447.770,   12.43
 37447.814,   12.43
 37447.858,   12.44
 37447.901,   12.44
 37447.941,   12.45
 37447.984,   12.45
 37448.028,   12.45
 37448.072,   12.46
 37448.116,   12.46
 37448.159,   12.46
 37448.202,   12.46
 37448.242,   12.46
 37448.286,   12.47
 37448.329,   12.47
 37448.372,   12.48
 37448.416,   12.48
 37448.459,   12.49
 37448.500,   12.50
 37448.546,   12.50
 37448.589,   12.51
 37448.630,   12.51
 37448.674,   12.51
 37448.717,   12.51
 37448.759,   12.51
 37448.804,   12.51
 37448.847,   12.51
 37448.887,   12.51
 37448.930,   12.51
 37448.973,   12.51
 37449.017,   12.52
 37449.061,   12.52
 37449.104,   12.52
 37449.147,   12.52
 37449.191,   12.51
 37449.234,   12.51
 37449.274,   12.52
 37449.318,   12.52
 37449.361,   12.52
 37449.404,   12.53
 37449.448,   12.53
 37449.491,   12.54
 37449.534,   12.54
 37449.578,   12.54
 37449.621,   12.53
 37449.661,   12.53
 37449.705,   12.52
 37449.748,   12.52
 37449.791,   12.52
 37449.835,   12.53
 37449.878,   12.53
 37449.920,   12.53
 37449.965,   12.53
 37450.007,   12.53
 37450.051,   12.53
 37450.094,   12.53
 37450.137,   12.53
 37450.180,   12.52
 37450.220,   12.52
 37450.264,   12.52
 37450.307,   12.52
 37450.350,   12.52
 37450.394,   12.52
 37450.437,   12.53
 37450.480,   12.53
 37450.524,   12.54
 37450.567,   12.54
 37450.610,   12.54
 37450.650,   12.54
 37450.693,   12.55
 37450.737,   12.55
 37450.780,   12.55
 37450.825,   12.56
 37450.867,   12.56
 37450.910,   12.56
 37450.953,   12.57
 37450.996,   12.58
 37451.039,   12.58
 37451.080,   12.58
 37451.126,   12.57
 37451.166,   12.57
 37451.209,   12.56
 37451.253,   12.56
 37451.296,   12.56
 37451.339,   12.56
 37451.383,   12.56
 37451.426,   12.56
 37451.470,   12.57
 37451.513,   12.57
 37451.553,   12.58
 37451.596,   12.58
 37451.640,   12.59
 37451.683,   12.59
 37451.726,   12.59
 37451.769,   12.60
 37451.813,   12.61
 37451.856,   12.62
 37451.899,   12.62
 37451.942,   12.63
 37451.986,   12.63
 37452.028,   12.63
 37452.071,   12.62
 37452.114,   12.62
 37452.158,   12.61
 37452.198,   12.60
 37452.241,   12.60
 37452.284,   12.59
 37452.328,   12.59
 37452.371,   12.60
 37452.414,   12.60
 37452.457,   12.61
 37452.500,   12.61
 37452.543,   12.61
 37452.587,   12.60
 37452.630,   12.59
 37452.673,   12.59
 37452.716,   12.59
 37452.757,   12.58
 37452.800,   12.58
 37452.843,   12.59
 37452.886,   12.59
 37452.929,   12.59
 37452.973,   12.59
 37453.016,   12.59
 37453.059,   12.59
 37453.102,   12.59
 37453.146,   12.59
 37453.189,   12.59
 37453.232,   12.59
